Code,Expiry Date,P/C,Exercise,Bid,Offer,Last,Open Interest
AMPWW7,20/12/2018,Call,7.500,0.000,0.000,0.000,0
AMPWX7,20/12/2018,Put,7.500,3.710,3.710,0.000,0
AMPXF7,20/12/2018,Call,8.000,0.000,0.000,0.000,0
AMPXG7,20/12/2018,Put,8.000,4.205,4.205,0.000,4
AMPEG7,28/03/2019,Call,0.010,3.660,3.660,0.000,0
AMPPW7,28/03/2019,Call,3.000,0.940,0.940,0.000,0
AMPPX7,28/03/2019,Put,3.000,0.090,0.090,0.000,0
AMPPS7,28/03/2019,Call,3.100,0.850,0.850,0.000,0
AMPPT7,28/03/2019,Put,3.100,0.110,0.110,0.000,0
AMPPU7,28/03/2019,Call,3.200,0.760,0.760,0.000,0
AMPPV7,28/03/2019,Put,3.200,0.130,0.130,0.000,0
AMPMS7,28/03/2019,Call,3.300,0.675,0.675,0.000,0
AMPMT7,28/03/2019,Put,3.300,0.155,0.155,0.000,0
AMPKO7,28/03/2019,Call,3.400,0.595,0.595,0.000,0
AMPKP7,28/03/2019,Put,3.400,0.185,0.185,0.000,0
AMPJP7,28/03/2019,Call,3.500,0.515,0.515,0.000,0
AMPJQ7,28/03/2019,Put,3.500,0.220,0.220,0.000,0
AMPIW7,28/03/2019,Call,3.600,0.445,0.445,0.000,0
AMPIX7,28/03/2019,Put,3.600,0.255,0.255,0.000,500
AMPIU7,28/03/2019,Call,3.700,0.380,0.380,0.000,0
AMPIV7,28/03/2019,Put,3.700,0.300,0.300,0.000,0
AMPGS7,28/03/2019,Call,3.800,0.325,0.325,0.000,0
AMPGT7,28/03/2019,Put,3.800,0.350,0.350,0.000,107
AMPFZ7,28/03/2019,Call,3.900,0.275,0.275,0.000,0
AMPG17,28/03/2019,Put,3.900,0.400,0.400,0.000,600
AMPTS9,28/03/2019,Call,4.000,0.230,0.230,0.000,0
AMPTT9,28/03/2019,Put,4.000,0.460,0.460,0.000,30
AMPF27,28/03/2019,Call,4.100,0.190,0.190,0.000,152
AMPF37,28/03/2019,Put,4.100,0.525,0.525,0.000,0
AMPTU9,28/03/2019,Call,4.200,0.155,0.155,0.000,275
AMPTV9,28/03/2019,Put,4.200,0.595,0.595,0.000,23
AMPDW7,28/03/2019,Call,4.300,0.130,0.130,0.000,75
AMPDX7,28/03/2019,Put,4.300,0.670,0.670,0.000,75
AMPTW9,28/03/2019,Call,4.400,0.105,0.105,0.000,"1,400"
AMPTX9,28/03/2019,Put,4.400,0.750,0.750,0.000,0
AMPJ77,28/03/2019,Call,4.410,0.085,0.085,0.000,0
AMPJ87,28/03/2019,Put,4.410,0.755,0.755,0.000,600
AMPE37,28/03/2019,Call,4.500,0.085,0.085,0.000,0
AMPE47,28/03/2019,Put,4.500,0.840,0.840,0.000,120
AMPJ97,28/03/2019,Call,4.510,0.070,0.070,0.000,0
AMPJA7,28/03/2019,Put,4.510,0.840,0.840,0.000,0
AMPTY9,28/03/2019,Call,4.600,0.070,0.070,0.000,0
AMPTZ9,28/03/2019,Put,4.600,0.930,0.930,0.000,0
AMPE57,28/03/2019,Call,4.700,0.055,0.055,0.000,0
AMPE67,28/03/2019,Put,4.700,1.025,1.025,0.000,0
AMPU19,28/03/2019,Call,4.800,0.045,0.045,0.000,0
AMPU29,28/03/2019,Put,4.800,1.120,1.120,0.000,0
AMPDU7,28/03/2019,Call,4.900,0.035,0.035,0.000,0
AMPDV7,28/03/2019,Put,4.900,1.215,1.215,0.000,0
AMPU39,28/03/2019,Call,5.000,0.030,0.030,0.000,0
AMPU49,28/03/2019,Put,5.000,1.315,1.315,0.000,22
AMPE97,28/03/2019,Call,5.250,0.015,0.015,0.000,0
AMPEF7,28/03/2019,Put,5.250,1.560,1.560,0.000,0
AMPTQ9,28/03/2019,Call,5.500,0.009,0.009,0.000,0
AMPTR9,28/03/2019,Put,5.500,1.805,1.805,0.000,0
AMPDY7,28/03/2019,Call,5.750,0.005,0.005,0.000,0
AMPDZ7,28/03/2019,Put,5.750,2.050,2.050,0.000,0
AMPTM9,28/03/2019,Call,6.000,0.003,0.003,0.000,0
AMPTN9,28/03/2019,Put,6.000,2.295,2.295,0.000,0
AMPE77,28/03/2019,Call,6.250,0.002,0.002,0.000,0
AMPE87,28/03/2019,Put,6.250,2.545,2.545,0.000,0
AMPTO9,28/03/2019,Call,6.500,0.001,0.001,0.000,0
AMPTP9,28/03/2019,Put,6.500,2.790,2.790,0.000,30
AMPE17,28/03/2019,Call,6.750,0.000,0.000,0.000,0
AMPE27,28/03/2019,Put,6.750,3.035,3.035,0.000,0
AMPUC9,28/03/2019,Call,7.000,0.000,0.000,0.000,0
AMPUD9,28/03/2019,Put,7.000,3.280,3.280,0.000,0
AMPXI9,28/03/2019,Call,7.500,0.000,0.000,0.000,0
AMPXJ9,28/03/2019,Put,7.500,3.775,3.775,0.000,0
AMPPY7,27/06/2019,Call,3.000,0.950,0.950,0.000,0
AMPPZ7,27/06/2019,Put,3.000,0.095,0.095,0.000,0
AMPKQ7,27/06/2019,Call,3.200,0.770,0.770,0.000,70
AMPKR7,27/06/2019,Put,3.200,0.135,0.135,0.000,0
AMPJR7,27/06/2019,Call,3.400,0.605,0.605,0.000,0
AMPJS7,27/06/2019,Put,3.400,0.190,0.190,0.000,0
AMPWO8,27/06/2019,Call,3.600,0.460,0.460,0.000,0
AMPWP8,27/06/2019,Put,3.600,0.260,0.260,0.000,0
AMPV98,27/06/2019,Call,3.800,0.345,0.345,0.000,0
AMPVA8,27/06/2019,Put,3.800,0.350,0.350,0.000,"1,000"
AMPVB8,27/06/2019,Call,4.000,0.255,0.255,0.000,0
AMPVC8,27/06/2019,Put,4.000,0.460,0.460,0.000,0
AMPKL8,27/06/2019,Call,4.200,0.185,0.185,0.000,150
AMPKM8,27/06/2019,Put,4.200,0.595,0.595,0.000,50
AMPK68,27/06/2019,Call,4.400,0.135,0.135,0.000,0
AMPK78,27/06/2019,Put,4.400,0.755,0.755,0.000,30
AMPK48,27/06/2019,Call,4.600,0.100,0.100,0.000,"1,340"
AMPK58,27/06/2019,Put,4.600,0.930,0.930,0.000,350
AMPJX8,27/06/2019,Call,4.800,0.070,0.070,0.000,0
AMPJY8,27/06/2019,Put,4.800,1.120,1.120,0.000,0
AMPKG8,27/06/2019,Call,5.000,0.050,0.050,0.000,700
AMPKH8,27/06/2019,Put,5.000,1.315,1.315,0.000,495
AMPJZ8,27/06/2019,Call,5.500,0.025,0.025,0.000,120
AMPK18,27/06/2019,Put,5.500,1.805,1.805,0.000,460
AMPKC8,27/06/2019,Call,6.000,0.010,0.010,0.000,0
AMPKD8,27/06/2019,Put,6.000,2.300,2.300,0.000,0
AMPK28,27/06/2019,Call,6.500,0.004,0.004,0.000,0
AMPK38,27/06/2019,Put,6.500,2.790,2.790,0.000,0
AMPKE8,27/06/2019,Call,7.000,0.002,0.002,0.000,0
AMPKF8,27/06/2019,Put,7.000,3.285,3.285,0.000,0
AMPK88,27/06/2019,Call,7.500,0.001,0.001,0.000,0
AMPK98,27/06/2019,Put,7.500,3.775,3.775,0.000,0
AMPL28,27/06/2019,Call,8.000,0.000,0.000,0.000,0
AMPL38,27/06/2019,Put,8.000,4.270,4.270,0.000,3
AMPQ17,19/12/2019,Call,3.000,0.950,0.950,0.000,0
AMPQ27,19/12/2019,Put,3.000,0.145,0.145,0.000,0
AMPKS7,19/12/2019,Call,3.200,0.780,0.780,0.000,0
AMPKT7,19/12/2019,Put,3.200,0.195,0.195,0.000,0
AMPJT7,19/12/2019,Call,3.400,0.625,0.625,0.000,0
AMPJU7,19/12/2019,Put,3.400,0.255,0.255,0.000,0
AMPGU7,19/12/2019,Call,3.600,0.490,0.490,0.000,0
AMPGV7,19/12/2019,Put,3.600,0.335,0.335,0.000,0
AMPG27,19/12/2019,Call,3.800,0.380,0.380,0.000,0
AMPG37,19/12/2019,Put,3.800,0.430,0.430,0.000,0
AMPEG9,19/12/2019,Call,4.000,0.290,0.290,0.000,0
AMPEH9,19/12/2019,Put,4.000,0.550,0.550,0.000,1
AMPB79,19/12/2019,Call,4.200,0.225,0.225,0.000,100
AMPB89,19/12/2019,Put,4.200,0.695,0.695,0.000,0
AMPB99,19/12/2019,Call,4.400,0.170,0.170,0.000,0
AMPBF9,19/12/2019,Put,4.400,0.860,0.860,0.000,0
AMPBG9,19/12/2019,Call,4.600,0.135,0.135,0.000,750
AMPBH9,19/12/2019,Put,4.600,1.040,1.040,0.000,320
AMPBI9,19/12/2019,Call,4.800,0.105,0.105,0.000,0
AMPBJ9,19/12/2019,Put,4.800,1.225,1.225,0.000,50
AMPBK9,19/12/2019,Call,5.000,0.080,0.080,0.000,19
AMPBL9,19/12/2019,Put,5.000,1.415,1.415,0.000,90
AMPBT9,19/12/2019,Call,5.500,0.045,0.045,0.000,190
AMPBU9,19/12/2019,Put,5.500,1.900,1.900,0.000,165
AMPBP9,19/12/2019,Call,6.000,0.025,0.025,0.000,5
AMPBQ9,19/12/2019,Put,6.000,2.385,2.385,0.000,0
AMPBR9,19/12/2019,Call,6.500,0.015,0.015,0.000,0
AMPBS9,19/12/2019,Put,6.500,2.875,2.875,0.000,0
AMPBM9,19/12/2019,Call,7.000,0.008,0.008,0.000,0
AMPBO9,19/12/2019,Put,7.000,3.365,3.365,0.000,"6,350"
AMPCM9,19/12/2019,Call,7.500,0.005,0.005,0.000,150
AMPCN9,19/12/2019,Put,7.500,3.850,3.850,0.000,0
AMPQ37,25/06/2020,Call,3.000,0.950,0.950,0.000,0
AMPQ47,25/06/2020,Put,3.000,0.190,0.190,0.000,0
AMPKU7,25/06/2020,Call,3.200,0.785,0.785,0.000,0
AMPKV7,25/06/2020,Put,3.200,0.245,0.245,0.000,0
AMPJV7,25/06/2020,Call,3.400,0.635,0.635,0.000,0
AMPJW7,25/06/2020,Put,3.400,0.315,0.315,0.000,0
AMPGW7,25/06/2020,Call,3.600,0.510,0.510,0.000,0
AMPGX7,25/06/2020,Put,3.600,0.400,0.400,0.000,0
AMPG47,25/06/2020,Call,3.800,0.405,0.405,0.000,0
AMPG57,25/06/2020,Put,3.800,0.505,0.505,0.000,0
AMPSH9,25/06/2020,Call,4.000,0.320,0.320,0.000,0
AMPSI9,25/06/2020,Put,4.000,0.635,0.635,0.000,0
AMPNY9,25/06/2020,Call,4.200,0.255,0.255,0.000,0
AMPNZ9,25/06/2020,Put,4.200,0.785,0.785,0.710,7
AMPN79,25/06/2020,Call,4.400,0.205,0.205,0.000,0
AMPNK9,25/06/2020,Put,4.400,0.955,0.955,0.000,0
AMPNL9,25/06/2020,Call,4.600,0.165,0.165,0.000,0
AMPNM9,25/06/2020,Put,4.600,1.130,1.130,0.000,0
AMPNN9,25/06/2020,Call,4.800,0.130,0.130,0.000,0
AMPNO9,25/06/2020,Put,4.800,1.315,1.315,0.000,80
AMPNP9,25/06/2020,Call,5.000,0.105,0.105,0.000,20
AMPNQ9,25/06/2020,Put,5.000,1.505,1.505,0.000,85
AMPN19,25/06/2020,Call,5.500,0.065,0.065,0.000,0
AMPN29,25/06/2020,Put,5.500,1.980,1.980,0.000,0
AMPN39,25/06/2020,Call,6.000,0.040,0.040,0.000,100
AMPN49,25/06/2020,Put,6.000,2.460,2.460,0.000,0
AMPNR9,25/06/2020,Call,6.500,0.025,0.025,0.000,100
AMPNS9,25/06/2020,Put,6.500,2.940,2.940,0.000,223
AMPN59,25/06/2020,Call,7.000,0.015,0.015,0.000,0
AMPN69,25/06/2020,Put,7.000,3.420,3.420,0.000,0
AMPNT9,25/06/2020,Call,7.500,0.010,0.010,0.000,0
AMPNU9,25/06/2020,Put,7.500,3.905,3.905,0.000,4
AMPQ57,17/12/2020,Call,3.000,0.955,0.955,0.000,0
AMPQ67,17/12/2020,Put,3.000,0.230,0.230,0.000,0
AMPKW7,17/12/2020,Call,3.200,0.790,0.790,0.000,0
AMPKX7,17/12/2020,Put,3.200,0.290,0.290,0.000,0
AMPJX7,17/12/2020,Call,3.400,0.645,0.645,0.000,0
AMPJY7,17/12/2020,Put,3.400,0.360,0.360,0.000,0
AMPGY7,17/12/2020,Call,3.600,0.525,0.525,0.000,0
AMPGZ7,17/12/2020,Put,3.600,0.445,0.445,0.000,0
AMPG67,17/12/2020,Call,3.800,0.425,0.425,0.000,0
AMPG77,17/12/2020,Put,3.800,0.555,0.555,0.000,0
AMPEP7,17/12/2020,Call,4.000,0.340,0.340,0.000,0
AMPEQ7,17/12/2020,Put,4.000,0.690,0.690,0.000,345
AMPYT9,17/12/2020,Call,4.200,0.280,0.280,0.000,0
AMPYU9,17/12/2020,Put,4.200,0.850,0.850,0.000,115
AMPYI9,17/12/2020,Call,4.400,0.225,0.225,0.000,0
AMPYL9,17/12/2020,Put,4.400,1.025,1.025,0.000,60
AMPYG9,17/12/2020,Call,4.600,0.185,0.185,0.000,0
AMPYH9,17/12/2020,Put,4.600,1.210,1.210,0.000,80
AMPYE9,17/12/2020,Call,4.800,0.155,0.155,0.000,0
AMPYF9,17/12/2020,Put,4.800,1.395,1.395,0.000,340
AMPYM9,17/12/2020,Call,5.000,0.130,0.130,0.000,0
AMPYN9,17/12/2020,Put,5.000,1.585,1.585,0.000,60
AMPYQ9,17/12/2020,Call,5.500,0.085,0.085,0.000,0
AMPYR9,17/12/2020,Put,5.500,2.060,2.060,0.000,40
AMPY89,17/12/2020,Call,6.000,0.060,0.060,0.000,200
AMPY99,17/12/2020,Put,6.000,2.535,2.535,0.000,0
AMPYO9,17/12/2020,Call,6.500,0.040,0.040,0.000,0
AMPYP9,17/12/2020,Put,6.500,3.015,3.015,0.000,0
AMPYA9,17/12/2020,Call,7.000,0.025,0.025,0.000,0
AMPYB9,17/12/2020,Put,7.000,3.490,3.490,0.000,0
AMPYC9,17/12/2020,Call,7.500,0.020,0.020,0.000,0
AMPYD9,17/12/2020,Put,7.500,3.965,3.965,0.000,0
AN8BG7,28/06/2018,Call,0.010,27.820,27.820,0.000,0
AN8BH7,27/09/2018,Call,0.010,27.960,27.960,0.000,"3,289"
AN8BI7,20/12/2018,Call,0.010,28.095,28.095,0.000,0
AN8BJ7,28/03/2019,Call,0.010,28.240,28.240,0.000,0
ANNE68,24/05/2018,Call,20.000,7.025,7.025,0.000,0
ANNE78,24/05/2018,Put,20.000,0.000,0.000,0.000,0
ANNDZ8,24/05/2018,Call,20.500,6.530,6.530,0.000,0
ANNE18,24/05/2018,Put,20.500,0.000,0.000,0.000,0
ANNB28,24/05/2018,Call,21.000,6.030,6.030,0.000,0
ANNB38,24/05/2018,Put,21.000,0.000,0.000,0.000,0
ANNBS8,24/05/2018,Call,21.500,5.530,5.530,0.000,0
ANNBT8,24/05/2018,Put,21.500,0.000,0.000,0.000,0
ANNB68,24/05/2018,Call,22.000,5.035,5.035,0.000,0
ANNB78,24/05/2018,Put,22.000,0.000,0.000,0.000,0
ANNBU8,24/05/2018,Call,22.500,4.535,4.535,0.000,0
ANNBV8,24/05/2018,Put,22.500,0.000,0.000,0.000,10
ANNB48,24/05/2018,Call,23.000,4.035,4.035,0.000,0
ANNB58,24/05/2018,Put,23.000,0.000,0.000,0.000,0
ANNBL8,24/05/2018,Call,23.500,3.535,3.535,0.000,0
ANNBM8,24/05/2018,Put,23.500,0.000,0.000,0.000,0
ANNZU7,24/05/2018,Call,24.000,3.035,3.035,0.000,0
ANNZV7,24/05/2018,Put,24.000,0.000,0.000,0.000,0
ANNBQ8,24/05/2018,Call,24.500,2.535,2.535,0.000,8
ANNBR8,24/05/2018,Put,24.500,0.000,0.000,0.000,5
ANNZW7,24/05/2018,Call,25.000,2.040,2.040,0.000,0
ANNZX7,24/05/2018,Put,25.000,0.000,0.000,0.000,348
ANNZY7,24/05/2018,Call,25.500,1.550,1.550,0.000,110
ANNB18,24/05/2018,Put,25.500,0.004,0.004,0.000,0
ANNBH8,24/05/2018,Call,26.000,1.080,1.080,0.000,908
ANNBI8,24/05/2018,Put,26.000,0.025,0.025,0.000,0
ANNBO8,24/05/2018,Call,26.500,0.650,0.650,0.000,411
ANNBP8,24/05/2018,Put,26.500,0.100,0.100,0.000,0
ANNBJ8,24/05/2018,Call,27.000,0.310,0.310,0.000,424
ANNBK8,24/05/2018,Put,27.000,0.275,0.275,0.000,0
ANNB88,24/05/2018,Call,27.500,0.105,0.105,0.000,0
ANNB98,24/05/2018,Put,27.500,0.590,0.590,0.000,0
ANNBF8,24/05/2018,Call,28.000,0.025,0.025,0.000,30
ANNBG8,24/05/2018,Put,28.000,1.010,1.010,0.000,0
ANNC78,24/05/2018,Call,28.500,0.003,0.003,0.000,33
ANNC88,24/05/2018,Put,28.500,1.485,1.485,0.000,0
ANNFP8,24/05/2018,Call,29.000,0.000,0.000,0.000,0
ANNFQ8,24/05/2018,Put,29.000,1.980,1.980,0.000,0
ANNI98,24/05/2018,Call,29.500,0.000,0.000,0.000,0
ANNIF8,24/05/2018,Put,29.500,2.480,2.480,0.000,0
ANNIQ8,24/05/2018,Call,30.000,0.000,0.000,0.000,0
ANNIR8,24/05/2018,Put,30.000,2.980,2.980,0.000,0
ANNKW8,24/05/2018,Call,30.500,0.000,0.000,0.000,0
ANNKX8,24/05/2018,Put,30.500,3.480,3.480,0.000,0
ANNE88,28/06/2018,Call,20.000,7.065,7.065,0.000,0
ANNE98,28/06/2018,Put,20.000,0.000,0.000,0.000,0
ANNE28,28/06/2018,Call,20.500,6.565,6.565,0.000,0
ANNE38,28/06/2018,Put,20.500,0.000,0.000,0.000,0
ANNDX8,28/06/2018,Call,21.000,6.065,6.065,0.000,0
ANNDY8,28/06/2018,Put,21.000,0.000,0.000,0.000,0
ANNDT8,28/06/2018,Call,21.500,5.570,5.570,0.000,0
ANNDU8,28/06/2018,Put,21.500,0.000,0.000,0.000,0
ANND78,28/06/2018,Call,22.000,5.075,5.075,0.000,0
ANND88,28/06/2018,Put,22.000,0.001,0.001,0.000,0
ANNDV8,28/06/2018,Call,22.500,4.580,4.580,0.000,0
ANNDW8,28/06/2018,Put,22.500,0.002,0.002,0.000,0
ANND38,28/06/2018,Call,23.000,4.085,4.085,0.000,0
ANND48,28/06/2018,Put,23.000,0.004,0.004,0.000,0
ANNCS8,28/06/2018,Call,23.500,3.595,3.595,0.000,0
ANNCT8,28/06/2018,Put,23.500,0.010,0.010,0.000,0
ANND98,28/06/2018,Call,24.000,3.115,3.115,0.000,10
ANNDK8,28/06/2018,Put,24.000,0.025,0.025,0.000,25
ANNCY8,28/06/2018,Call,24.500,2.640,2.640,0.000,"1,000"
ANNCZ8,28/06/2018,Put,24.500,0.045,0.045,0.000,15
ANNDN8,28/06/2018,Call,25.000,2.180,2.180,0.000,"5,029"
ANNDO8,28/06/2018,Put,25.000,0.085,0.085,0.000,20
ANND58,28/06/2018,Call,25.500,1.745,1.745,0.000,170
ANND68,28/06/2018,Put,25.500,0.150,0.150,0.000,25
ANNDL8,28/06/2018,Call,26.000,1.335,1.335,0.000,310
ANNDM8,28/06/2018,Put,26.000,0.245,0.245,0.000,0
ANND18,28/06/2018,Call,26.500,0.975,0.975,0.000,67
ANND28,28/06/2018,Put,26.500,0.385,0.385,0.000,4
ANNDP8,28/06/2018,Call,27.000,0.665,0.665,0.000,"2,310"
ANNDQ8,28/06/2018,Put,27.000,0.580,0.580,0.000,0
ANNCU8,28/06/2018,Call,27.500,0.425,0.425,0.000,77
ANNCV8,28/06/2018,Put,27.500,0.845,0.845,0.000,0
ANNDR8,28/06/2018,Call,28.000,0.255,0.255,0.000,58
ANNDS8,28/06/2018,Put,28.000,1.175,1.175,0.000,0
ANNCW8,28/06/2018,Call,28.500,0.140,0.140,0.000,0
ANNCX8,28/06/2018,Put,28.500,1.565,1.565,0.000,0
ANNFR8,28/06/2018,Call,29.000,0.070,0.070,0.000,0
ANNFS8,28/06/2018,Put,29.000,2.005,2.005,0.000,0
ANNIG8,28/06/2018,Call,29.500,0.035,0.035,0.000,0
ANNIH8,28/06/2018,Put,29.500,2.480,2.480,0.000,0
ANNIS8,28/06/2018,Call,30.000,0.015,0.015,0.000,0
ANNIT8,28/06/2018,Put,30.000,2.980,2.980,0.000,0
ANNKY8,28/06/2018,Call,30.500,0.006,0.006,0.000,0
ANNKZ8,28/06/2018,Put,30.500,3.480,3.480,0.000,0
ANNFV8,26/07/2018,Call,20.000,7.095,7.095,0.000,0
ANNFW8,26/07/2018,Put,20.000,0.000,0.000,0.000,0
ANNEX8,26/07/2018,Call,20.500,6.595,6.595,0.000,0
ANNEY8,26/07/2018,Put,20.500,0.001,0.001,0.000,0
ANNF68,26/07/2018,Call,21.000,6.100,6.100,0.000,0
ANNF78,26/07/2018,Put,21.000,0.002,0.002,0.000,0
ANNEZ8,26/07/2018,Call,21.500,5.610,5.610,0.000,0
ANNF18,26/07/2018,Put,21.500,0.004,0.004,0.000,0
ANNEF8,26/07/2018,Call,22.000,5.120,5.120,0.000,0
ANNEG8,26/07/2018,Put,22.000,0.008,0.008,0.000,0
ANNF28,26/07/2018,Call,22.500,4.635,4.635,0.000,0
ANNF38,26/07/2018,Put,22.500,0.015,0.015,0.000,0
ANNEH8,26/07/2018,Call,23.000,4.150,4.150,0.000,0
ANNEI8,26/07/2018,Put,23.000,0.030,0.030,0.000,0
ANNF48,26/07/2018,Call,23.500,3.675,3.675,0.000,0
ANNF58,26/07/2018,Put,23.500,0.050,0.050,0.000,0
ANNET8,26/07/2018,Call,24.000,3.205,3.205,0.000,0
ANNEU8,26/07/2018,Put,24.000,0.080,0.080,0.000,0
ANNEJ8,26/07/2018,Call,24.500,2.750,2.750,0.000,0
ANNEK8,26/07/2018,Put,24.500,0.125,0.125,0.000,0
ANNEV8,26/07/2018,Call,25.000,2.310,2.310,0.000,0
ANNEW8,26/07/2018,Put,25.000,0.185,0.185,0.000,7
ANNEL8,26/07/2018,Call,25.500,1.895,1.895,0.000,0
ANNEM8,26/07/2018,Put,25.500,0.275,0.275,0.000,0
ANNEP8,26/07/2018,Call,26.000,1.515,1.515,0.000,0
ANNEQ8,26/07/2018,Put,26.000,0.390,0.390,0.000,0
ANNEN8,26/07/2018,Call,26.500,1.170,1.170,0.000,0
ANNEO8,26/07/2018,Put,26.500,0.550,0.550,0.000,0
ANNER8,26/07/2018,Call,27.000,0.870,0.870,0.000,318
ANNES8,26/07/2018,Put,27.000,0.750,0.750,0.000,0
ANNF88,26/07/2018,Call,27.500,0.625,0.625,0.000,0
ANNF98,26/07/2018,Put,27.500,1.005,1.005,0.000,0
ANNFF8,26/07/2018,Call,28.000,0.430,0.430,0.000,0
ANNFG8,26/07/2018,Put,28.000,1.315,1.315,0.000,0
ANNFH8,26/07/2018,Call,28.500,0.280,0.280,0.000,30
ANNFI8,26/07/2018,Put,28.500,1.665,1.665,0.000,0
ANNFT8,26/07/2018,Call,29.000,0.175,0.175,0.000,0
ANNFU8,26/07/2018,Put,29.000,2.070,2.070,0.000,0
ANNII8,26/07/2018,Call,29.500,0.105,0.105,0.000,0
ANNIJ8,26/07/2018,Put,29.500,2.510,2.510,0.000,0
ANNIU8,26/07/2018,Call,30.000,0.060,0.060,0.000,0
ANNIV8,26/07/2018,Put,30.000,2.985,2.985,0.000,0
ANNL18,26/07/2018,Call,30.500,0.035,0.035,0.000,0
ANNL28,26/07/2018,Put,30.500,3.480,3.480,0.000,0
ANNGY8,30/08/2018,Call,21.500,5.665,5.665,0.000,0
ANNGZ8,30/08/2018,Put,21.500,0.040,0.040,0.000,0
ANNG48,30/08/2018,Call,22.000,5.180,5.180,0.000,0
ANNG58,30/08/2018,Put,22.000,0.065,0.065,0.000,0
ANNI18,30/08/2018,Call,22.500,4.705,4.705,0.000,0
ANNI28,30/08/2018,Put,22.500,0.095,0.095,0.000,0
ANNG28,30/08/2018,Call,23.000,4.240,4.240,0.000,0
ANNG38,30/08/2018,Put,23.000,0.130,0.130,0.000,0
ANNGS8,30/08/2018,Call,23.500,3.780,3.780,0.000,0
ANNGT8,30/08/2018,Put,23.500,0.180,0.180,0.000,0
ANNFX8,30/08/2018,Call,24.000,3.330,3.330,0.000,0
ANNFY8,30/08/2018,Put,24.000,0.240,0.240,0.000,0
ANNGU8,30/08/2018,Call,24.500,2.900,2.900,0.000,0
ANNGV8,30/08/2018,Put,24.500,0.315,0.315,0.000,0
ANNGK8,30/08/2018,Call,25.000,2.490,2.490,0.000,10
ANNGL8,30/08/2018,Put,25.000,0.415,0.415,0.000,0
ANNFZ8,30/08/2018,Call,25.500,2.105,2.105,0.000,0
ANNG18,30/08/2018,Put,25.500,0.550,0.550,0.000,0
ANNG88,30/08/2018,Call,26.000,1.750,1.750,0.000,0
ANNG98,30/08/2018,Put,26.000,0.710,0.710,0.000,0
ANNGW8,30/08/2018,Call,26.500,1.425,1.425,0.000,160
ANNGX8,30/08/2018,Put,26.500,0.905,0.905,0.000,0
ANNG68,30/08/2018,Call,27.000,1.140,1.140,0.000,205
ANNG78,30/08/2018,Put,27.000,1.135,1.135,0.000,0
ANNGO8,30/08/2018,Call,27.500,0.885,0.885,0.000,0
ANNGP8,30/08/2018,Put,27.500,1.400,1.400,0.000,0
ANNGM8,30/08/2018,Call,28.000,0.675,0.675,0.000,0
ANNGN8,30/08/2018,Put,28.000,1.705,1.705,0.000,0
ANNGQ8,30/08/2018,Call,28.500,0.500,0.500,0.000,0
ANNGR8,30/08/2018,Put,28.500,2.045,2.045,0.000,0
ANNI38,30/08/2018,Call,29.000,0.360,0.360,0.000,0
ANNI48,30/08/2018,Put,29.000,2.420,2.420,0.000,0
ANNIK8,30/08/2018,Call,29.500,0.250,0.250,0.000,0
ANNIL8,30/08/2018,Put,29.500,2.825,2.825,0.000,0
ANNIW8,30/08/2018,Call,30.000,0.175,0.175,0.000,0
ANNIX8,30/08/2018,Put,30.000,3.255,3.255,0.000,0
ANNL38,30/08/2018,Call,30.500,0.115,0.115,0.000,0
ANNL48,30/08/2018,Put,30.500,3.705,3.705,0.000,0
ANNJP8,27/09/2018,Call,21.500,5.675,5.675,0.000,0
ANNJQ8,27/09/2018,Put,21.500,0.070,0.070,0.000,0
ANNJD8,27/09/2018,Call,22.000,5.195,5.195,0.000,0
ANNJE8,27/09/2018,Put,22.000,0.100,0.100,0.000,0
ANNJR8,27/09/2018,Call,22.500,4.725,4.725,0.000,0
ANNJS8,27/09/2018,Put,22.500,0.140,0.140,0.000,0
ANNJ98,27/09/2018,Call,23.000,4.260,4.260,0.000,0
ANNJA8,27/09/2018,Put,23.000,0.185,0.185,0.000,0
ANNIY8,27/09/2018,Call,23.500,3.810,3.810,0.000,0
ANNIZ8,27/09/2018,Put,23.500,0.235,0.235,0.000,0
ANNJH8,27/09/2018,Call,24.000,3.370,3.370,0.000,0
ANNJI8,27/09/2018,Put,24.000,0.310,0.310,0.000,0
ANNJ18,27/09/2018,Call,24.500,2.945,2.945,0.000,0
ANNJ28,27/09/2018,Put,24.500,0.400,0.400,0.000,0
ANNJJ8,27/09/2018,Call,25.000,2.545,2.545,0.000,0
ANNJK8,27/09/2018,Put,25.000,0.510,0.510,0.000,0
ANNJB8,27/09/2018,Call,25.500,2.170,2.170,0.000,0
ANNJC8,27/09/2018,Put,25.500,0.645,0.645,0.000,0
ANNJN8,27/09/2018,Call,26.000,1.820,1.820,0.000,0
ANNJO8,27/09/2018,Put,26.000,0.810,0.810,0.000,0
ANNJF8,27/09/2018,Call,26.500,1.505,1.505,0.000,0
ANNJG8,27/09/2018,Put,26.500,1.010,1.010,0.000,0
ANNJL8,27/09/2018,Call,27.000,1.220,1.220,0.000,0
ANNJM8,27/09/2018,Put,27.000,1.245,1.245,0.000,0
ANNJ38,27/09/2018,Call,27.500,0.975,0.975,0.000,12
ANNJ48,27/09/2018,Put,27.500,1.510,1.510,0.000,0
ANNJ78,27/09/2018,Call,28.000,0.760,0.760,0.000,0
