Code,Expiry Date,P/C,Exercise,Bid,Offer,Last,Open Interest
NCMMD9,24/05/2018,Call,27.000,0.000,0.000,0.000,"1,200"
NCMME9,24/05/2018,Put,27.000,5.860,5.860,0.000,0
NCMQU9,24/05/2018,Call,27.500,0.000,0.000,0.000,0
NCMQV9,24/05/2018,Put,27.500,6.360,6.360,0.000,0
NCMW59,24/05/2018,Call,32.000,0.000,0.000,0.000,0
NCMW69,24/05/2018,Put,32.000,10.860,10.860,0.000,0
NCMW79,24/05/2018,Call,32.010,0.000,0.000,0.000,0
NCMW89,24/05/2018,Put,32.010,10.860,10.860,0.000,0
NCMX88,31/05/2018,Call,0.010,21.145,21.145,0.000,0
NCMZA8,31/05/2018,Call,16.500,4.655,4.655,0.000, 
NCMZB8,31/05/2018,Put,16.500,0.000,0.000,0.000, 
NCMXS8,31/05/2018,Call,17.000,4.155,4.155,0.000,0
NCMXV8,31/05/2018,Put,17.000,0.000,0.000,0.000,0
NCMYW8,31/05/2018,Call,17.500,3.660,3.660,0.000,0
NCMYX8,31/05/2018,Put,17.500,0.000,0.000,0.000,0
NCMXZ8,31/05/2018,Call,18.000,3.165,3.165,0.000,0
NCMY18,31/05/2018,Put,18.000,0.000,0.000,0.000,0
NCMYU8,31/05/2018,Call,18.500,2.675,2.675,0.000,0
NCMYV8,31/05/2018,Put,18.500,0.002,0.002,0.000,0
NCMY28,31/05/2018,Call,19.000,2.190,2.190,0.000,0
NCMY58,31/05/2018,Put,19.000,0.007,0.007,0.000,0
NCMYM8,31/05/2018,Call,19.500,1.710,1.710,0.000,0
NCMYP8,31/05/2018,Put,19.500,0.020,0.020,0.000,0
NCMYZ8,31/05/2018,Call,20.000,1.250,1.250,0.000,0
NCMZ18,31/05/2018,Put,20.000,0.065,0.065,0.000,0
NCMYG8,31/05/2018,Call,20.500,0.835,0.835,0.000,100
NCMYH8,31/05/2018,Put,20.500,0.155,0.155,0.000,0
NCMZ28,31/05/2018,Call,21.000,0.490,0.490,0.425,0
NCMZ38,31/05/2018,Put,21.000,0.325,0.325,0.300,0
NCMYC8,31/05/2018,Call,21.500,0.250,0.250,0.000,0
NCMYF8,31/05/2018,Put,21.500,0.600,0.600,0.000,0
NCMY68,31/05/2018,Call,22.000,0.105,0.105,0.000,0
NCMY98,31/05/2018,Put,22.000,0.970,0.970,0.000,0
NCMZ68,31/05/2018,Call,22.500,0.040,0.040,0.000,0
NCMZ78,31/05/2018,Put,22.500,1.410,1.410,0.000,0
NCMYA8,31/05/2018,Call,23.000,0.015,0.015,0.000,0
NCMYB8,31/05/2018,Put,23.000,1.880,1.880,0.000,0
NCMZ88,31/05/2018,Call,23.500,0.003,0.003,0.000,0
NCMZ98,31/05/2018,Put,23.500,2.370,2.370,0.000,0
NCMYQ8,31/05/2018,Call,24.000,0.001,0.001,0.000,0
NCMYR8,31/05/2018,Put,24.000,2.860,2.860,0.000,0
NCMZ48,31/05/2018,Call,24.500,0.000,0.000,0.000,0
NCMZ58,31/05/2018,Put,24.500,3.360,3.360,0.000,0
NCMYS8,31/05/2018,Call,25.000,0.000,0.000,0.000,0
NCMYT8,31/05/2018,Put,25.000,3.860,3.860,0.000,0
NCMXD8,31/05/2018,Call,25.500,0.000,0.000,0.000,0
NCMXF8,31/05/2018,Put,25.500,4.360,4.360,0.000,0
NCMYK8,31/05/2018,Call,26.000,0.000,0.000,0.000,0
NCMYL8,31/05/2018,Put,26.000,4.860,4.860,0.000,0
NCMXW8,31/05/2018,Call,26.500,0.000,0.000,0.000,0
NCMXY8,31/05/2018,Put,26.500,5.360,5.360,0.000,0
NCMYI8,31/05/2018,Call,27.000,0.000,0.000,0.000,0
NCMYJ8,31/05/2018,Put,27.000,5.860,5.860,0.000,0
NCMEK7,28/06/2018,Call,0.010,21.185,21.185,0.000,0
NCMSI7,28/06/2018,Call,8.500,12.660,12.660,0.000,0
NCMSJ7,28/06/2018,Put,8.500,0.000,0.000,0.000,205
NCMRJ7,28/06/2018,Call,9.000,12.160,12.160,0.000,100
NCMRK7,28/06/2018,Put,9.000,0.000,0.000,0.000,0
NCMMU7,28/06/2018,Call,9.500,11.660,11.660,0.000,0
NCMMV7,28/06/2018,Put,9.500,0.000,0.000,0.000,100
NCMMQ7,28/06/2018,Call,10.000,11.160,11.160,0.000,0
NCMMR7,28/06/2018,Put,10.000,0.000,0.000,0.000,245
NCML27,28/06/2018,Call,10.500,10.665,10.665,0.000,0
NCML37,28/06/2018,Put,10.500,0.000,0.000,0.000,1
NCMKF7,28/06/2018,Call,11.000,10.165,10.165,0.000,0
NCMKG7,28/06/2018,Put,11.000,0.000,0.000,0.000,515
NCMKT7,28/06/2018,Call,11.500,9.665,9.665,0.000,0
NCMKU7,28/06/2018,Put,11.500,0.000,0.000,0.000,100
NCMKL7,28/06/2018,Call,12.000,9.165,9.165,0.000,0
NCMKM7,28/06/2018,Put,12.000,0.000,0.000,0.000,262
NCMTP9,28/06/2018,Call,12.010,9.155,9.155,0.000,220
NCMTQ9,28/06/2018,Put,12.010,0.000,0.000,0.000,0
NCMKV7,28/06/2018,Call,12.500,8.665,8.665,0.000,0
NCMKW7,28/06/2018,Put,12.500,0.000,0.000,0.000,28
NCMKH7,28/06/2018,Call,13.000,8.170,8.170,0.000,0
NCMKI7,28/06/2018,Put,13.000,0.000,0.000,0.000,10
NCMKR7,28/06/2018,Call,13.500,7.670,7.670,0.000,3
NCMKS7,28/06/2018,Put,13.500,0.000,0.000,0.000,200
NCMKN7,28/06/2018,Call,14.000,7.170,7.170,0.000,354
NCMKO7,28/06/2018,Put,14.000,0.000,0.000,0.000,90
NCMKP7,28/06/2018,Call,14.500,6.670,6.670,0.000,3
NCMKQ7,28/06/2018,Put,14.500,0.000,0.000,0.000,210
NCMKJ7,28/06/2018,Call,15.000,6.175,6.175,0.000,975
NCMKK7,28/06/2018,Put,15.000,0.000,0.000,0.000,"1,633"
NCMET8,28/06/2018,Call,16.000,5.180,5.180,0.000,363
NCMEU8,28/06/2018,Put,16.000,0.002,0.002,0.000,"1,497"
NCMJD7,28/06/2018,Call,16.500,4.680,4.680,0.000,0
NCMJE7,28/06/2018,Put,16.500,0.004,0.004,0.000,0
NCMEL8,28/06/2018,Call,17.000,4.190,4.190,0.000,70
NCMES8,28/06/2018,Put,17.000,0.008,0.008,0.000,915
NCMD27,28/06/2018,Call,17.500,3.700,3.700,0.000,227
NCMD37,28/06/2018,Put,17.500,0.015,0.015,0.000,515
NCMGQ8,28/06/2018,Call,18.000,3.215,3.215,0.000,220
NCMGR8,28/06/2018,Put,18.000,0.030,0.030,0.050,"1,455"
NCMD47,28/06/2018,Call,18.500,2.735,2.735,0.000,0
NCMD57,28/06/2018,Put,18.500,0.050,0.050,0.000,463
NCMV48,28/06/2018,Call,18.510,2.725,2.725,0.000,0
NCMV58,28/06/2018,Put,18.510,0.050,0.050,0.000,110
NCMJD8,28/06/2018,Call,19.000,2.270,2.270,0.000,65
NCMJE8,28/06/2018,Put,19.000,0.085,0.085,0.000,"1,900"
NCMVA9,28/06/2018,Call,19.010,2.265,2.265,0.000,111
NCMVB9,28/06/2018,Put,19.010,0.085,0.085,0.000,"1,313"
NCMD67,28/06/2018,Call,19.500,1.830,1.830,0.000,0
NCMD77,28/06/2018,Put,19.500,0.140,0.140,0.000,656
NCMS38,28/06/2018,Call,19.510,1.820,1.820,1.850,10
NCMS48,28/06/2018,Put,19.510,0.140,0.140,0.000,128
NCMU87,28/06/2018,Call,20.000,1.415,1.415,1.420,800
NCMU97,28/06/2018,Put,20.000,0.230,0.230,0.230,"2,078"
NCMUH7,28/06/2018,Call,20.010,1.410,1.410,0.000,90
NCMUG7,28/06/2018,Put,20.010,0.230,0.230,0.000,307
NCMD87,28/06/2018,Call,20.500,1.045,1.045,1.020,"2,705"
NCMD97,28/06/2018,Put,20.500,0.355,0.355,0.360,968
NCMS58,28/06/2018,Call,20.510,1.040,1.040,0.000,300
NCMS68,28/06/2018,Put,20.510,0.360,0.360,0.360,524
NCMUI7,28/06/2018,Call,21.000,0.740,0.740,0.700,"1,661"
NCMUJ7,28/06/2018,Put,21.000,0.545,0.545,0.550,"1,454"
NCMUB7,28/06/2018,Call,21.010,0.730,0.730,0.000,456
NCMUA7,28/06/2018,Put,21.010,0.545,0.545,0.535,"1,791"
NCMDK7,28/06/2018,Call,21.500,0.495,0.495,0.470,"1,205"
NCMDL7,28/06/2018,Put,21.500,0.800,0.800,0.810,979
NCMTE7,28/06/2018,Call,21.510,0.490,0.490,0.000,72
NCMTF7,28/06/2018,Put,21.510,0.800,0.800,0.000,70
NCMUD7,28/06/2018,Call,22.000,0.315,0.315,0.330,"11,801"
NCMUC7,28/06/2018,Put,22.000,1.120,1.120,1.150,817
NCMUF7,28/06/2018,Call,22.010,0.315,0.315,0.000,272
NCMUE7,28/06/2018,Put,22.010,1.120,1.120,0.000,"1,300"
NCMWW7,28/06/2018,Call,22.500,0.195,0.195,0.190,"11,014"
NCMWV7,28/06/2018,Put,22.500,1.500,1.500,0.000,"2,175"
NCMZ17,28/06/2018,Call,22.510,0.195,0.195,0.000,60
NCMZ27,28/06/2018,Put,22.510,1.495,1.495,0.000,150
NCMWX7,28/06/2018,Call,22.750,0.155,0.155,0.000,332
NCMWY7,28/06/2018,Put,22.750,1.705,1.705,0.000,8
NCMX17,28/06/2018,Call,23.000,0.125,0.125,0.125,"4,146"
NCMWZ7,28/06/2018,Put,23.000,1.920,1.920,0.000,75
NCMZ37,28/06/2018,Call,23.010,0.120,0.120,0.000,180
NCMZ47,28/06/2018,Put,23.010,1.915,1.915,0.000,560
NCMDM7,28/06/2018,Call,23.500,0.075,0.075,0.000,336
NCMDN7,28/06/2018,Put,23.500,2.380,2.380,0.000,110
NCMZ57,28/06/2018,Call,23.510,0.075,0.075,0.000,0
NCMZ67,28/06/2018,Put,23.510,2.365,2.365,0.000,40
NCMW19,28/06/2018,Call,24.000,0.050,0.050,0.055,189
NCMW29,28/06/2018,Put,24.000,2.860,2.860,0.000,0
NCMZ77,28/06/2018,Call,24.010,0.050,0.050,0.000,0
NCMZ87,28/06/2018,Put,24.010,2.840,2.840,0.000,383
NCMTS7,28/06/2018,Call,24.500,0.030,0.030,0.000,410
NCMTT7,28/06/2018,Put,24.500,3.360,3.360,0.000,0
NCMW99,28/06/2018,Call,24.510,0.030,0.030,0.000,20
NCMWA9,28/06/2018,Put,24.510,3.325,3.325,0.000,130
NCMWH9,28/06/2018,Call,25.000,0.020,0.020,0.000,144
NCMWI9,28/06/2018,Put,25.000,3.860,3.860,0.000,8
NCMTD9,28/06/2018,Call,25.010,0.020,0.020,0.000,70
NCMTE9,28/06/2018,Put,25.010,3.820,3.820,0.000,382
NCMVL7,28/06/2018,Call,25.500,0.010,0.010,0.000,495
NCMVM7,28/06/2018,Put,25.500,4.360,4.360,0.000,0
NCMRG9,28/06/2018,Call,25.510,0.010,0.010,0.000,7
NCMRH9,28/06/2018,Put,25.510,4.315,4.315,0.000,80
NCMC17,28/06/2018,Call,26.000,0.008,0.008,0.000,172
NCMC27,28/06/2018,Put,26.000,4.860,4.860,0.000,0
NCMBI8,28/06/2018,Call,26.010,0.008,0.008,0.000,20
NCMBJ8,28/06/2018,Put,26.010,4.815,4.815,0.000,292
NCMBK8,28/06/2018,Call,26.500,0.004,0.004,0.000,250
NCMBL8,28/06/2018,Put,26.500,5.360,5.360,0.000,0
NCMBM8,28/06/2018,Call,26.510,0.005,0.005,0.000,0
NCMBQ8,28/06/2018,Put,26.510,5.315,5.315,0.000,500
NCMDX7,28/06/2018,Call,27.000,0.003,0.003,0.000,"1,795"
NCMDY7,28/06/2018,Put,27.000,5.860,5.860,0.000,0
NCMBR8,28/06/2018,Call,27.010,0.003,0.003,0.000,0
NCMBS8,28/06/2018,Put,27.010,5.810,5.810,0.000,62
NCMIT8,28/06/2018,Call,27.500,0.001,0.001,0.000,0
NCMIU8,28/06/2018,Put,27.500,6.360,6.360,0.000,0
NCMIV8,28/06/2018,Call,27.510,0.002,0.002,0.000,200
NCMIW8,28/06/2018,Put,27.510,6.310,6.310,0.000,0
NCMIV7,28/06/2018,Call,28.000,0.001,0.001,0.000,330
NCMIW7,28/06/2018,Put,28.000,6.860,6.860,0.000,0
NCMIX8,28/06/2018,Call,28.010,0.001,0.001,0.000,50
NCMIY8,28/06/2018,Put,28.010,6.810,6.810,0.000,0
NCMM47,28/06/2018,Call,29.000,0.000,0.000,0.000,100
NCMM57,28/06/2018,Put,29.000,7.860,7.860,0.000,0
NCMBT8,28/06/2018,Call,29.010,0.000,0.000,0.000,700
NCMBU8,28/06/2018,Put,29.010,7.810,7.810,0.000,60
NCMSZ7,28/06/2018,Call,29.500,0.000,0.000,0.000,0
NCMT17,28/06/2018,Put,29.500,8.360,8.360,0.000,0
NCMT27,28/06/2018,Call,29.510,0.000,0.000,0.000,0
NCMT37,28/06/2018,Put,29.510,8.305,8.305,0.000,71
NCMP87,28/06/2018,Call,30.000,0.000,0.000,0.000,0
NCMP97,28/06/2018,Put,30.000,8.860,8.860,0.000,0
NCMT47,28/06/2018,Call,30.500,0.000,0.000,0.000,80
NCMT57,28/06/2018,Put,30.500,9.360,9.360,0.000,0
NCMT67,28/06/2018,Call,30.510,0.000,0.000,0.000,0
NCMT77,28/06/2018,Put,30.510,9.305,9.305,0.000,100
NCMQZ7,28/06/2018,Call,31.000,0.000,0.000,0.000,800
NCMR17,28/06/2018,Put,31.000,9.860,9.860,0.000,0
NCMT87,28/06/2018,Call,31.010,0.000,0.000,0.000,0
NCMT97,28/06/2018,Put,31.010,9.805,9.805,0.000,463
NCMTI7,28/06/2018,Call,35.000,0.000,0.000,0.000,0
NCMTJ7,28/06/2018,Put,35.000,13.860,13.860,0.000,0
NCMIN8,28/06/2018,Call,35.010,0.000,0.000,0.000,0
NCMIO8,28/06/2018,Put,35.010,13.795,13.795,0.000,110
NCMTL7,28/06/2018,Call,36.000,0.000,0.000,0.000,860
NCMTK7,28/06/2018,Put,36.000,14.860,14.860,0.000,0
NCML47,26/07/2018,Call,0.010,21.220,21.220,0.000,0
NCMD38,26/07/2018,Call,16.000,5.230,5.230,0.000,0
NCMD48,26/07/2018,Put,16.000,0.010,0.010,0.000,90
NCMZJ7,26/07/2018,Call,16.500,4.740,4.740,0.000,0
NCMZL7,26/07/2018,Put,16.500,0.020,0.020,0.000,0
NCMLZ8,26/07/2018,Call,16.510,4.730,4.730,0.000,60
NCMM18,26/07/2018,Put,16.510,0.020,0.020,0.000,"1,000"
NCMYH7,26/07/2018,Call,17.000,4.255,4.255,0.000,0
NCMYI7,26/07/2018,Put,17.000,0.040,0.040,0.000,40
NCMYJ7,26/07/2018,Call,17.500,3.775,3.775,0.000,0
NCMYK7,26/07/2018,Put,17.500,0.060,0.060,0.075,120
NCMNV7,26/07/2018,Call,18.000,3.300,3.300,0.000,30
NCMNW7,26/07/2018,Put,18.000,0.090,0.090,0.000,100
NCMN97,26/07/2018,Call,18.500,2.835,2.835,0.000,0
NCMNK7,26/07/2018,Put,18.500,0.130,0.130,0.000,65
NCMMO7,26/07/2018,Call,19.000,2.395,2.395,0.000,62
NCMMP7,26/07/2018,Put,19.000,0.185,0.185,0.000,10
NCMM68,26/07/2018,Call,19.010,2.385,2.385,0.000,0
NCMM78,26/07/2018,Put,19.010,0.185,0.185,0.000,10
NCMK37,26/07/2018,Call,19.500,1.980,1.980,0.000,0
NCMK47,26/07/2018,Put,19.500,0.265,0.265,0.000,229
NCMZ97,26/07/2018,Call,19.510,1.970,1.970,0.000,0
NCMZA7,26/07/2018,Put,19.510,0.265,0.265,0.000,21
NCMJO7,26/07/2018,Call,20.000,1.595,1.595,0.000,205
NCMJP7,26/07/2018,Put,20.000,0.375,0.375,0.360,"1,640"
NCMDO8,26/07/2018,Call,20.010,1.585,1.585,0.000,100
NCMDP8,26/07/2018,Put,20.010,0.375,0.375,0.305,90
NCMK97,26/07/2018,Call,20.500,1.250,1.250,0.000,50
NCMKA7,26/07/2018,Put,20.500,0.525,0.525,0.000,664
NCMS78,26/07/2018,Call,20.510,1.240,1.240,0.000,0
NCMS88,26/07/2018,Put,20.510,0.520,0.520,0.500,0
NCMKX7,26/07/2018,Call,21.000,0.950,0.950,0.000,645
NCMKY7,26/07/2018,Put,21.000,0.720,0.720,0.000,200
NCMS98,26/07/2018,Call,21.010,0.940,0.940,0.000,0
NCMSA8,26/07/2018,Put,21.010,0.720,0.720,0.000,490
NCMKB7,26/07/2018,Call,21.500,0.695,0.695,0.000,829
NCMKC7,26/07/2018,Put,21.500,0.970,0.970,0.000,137
NCMSB8,26/07/2018,Call,21.510,0.695,0.695,0.000,40
NCMSC8,26/07/2018,Put,21.510,0.970,0.970,0.000,0
NCMKZ7,26/07/2018,Call,22.000,0.500,0.500,0.480,764
NCML17,26/07/2018,Put,22.000,1.275,1.275,1.280,810
NCMK57,26/07/2018,Call,22.500,0.355,0.355,0.385,406
NCMK67,26/07/2018,Put,22.500,1.630,1.630,1.630,48
NCMJU7,26/07/2018,Call,23.000,0.245,0.245,0.000,420
NCMJV7,26/07/2018,Put,23.000,2.030,2.030,0.000,10
NCMK77,26/07/2018,Call,23.500,0.170,0.170,0.000,212
NCMK87,26/07/2018,Put,23.500,2.460,2.460,0.000,0
NCMJW7,26/07/2018,Call,24.000,0.120,0.120,0.000,174
NCMJX7,26/07/2018,Put,24.000,2.910,2.910,0.000,0
NCMKD7,26/07/2018,Call,24.500,0.085,0.085,0.090,271
NCMKE7,26/07/2018,Put,24.500,3.380,3.380,0.000,0
NCMK17,26/07/2018,Call,25.000,0.060,0.060,0.000,0
NCMK27,26/07/2018,Put,25.000,3.860,3.860,0.000,0
